Rating,Review,Name
5.0,Ajay was very impressive with services and the food was very good thankyou so much for your services,Archana Dhabhai
5.0,Had a great lunch here and Mr Vishnu served really well.,Asit Sharma
5.0,People should visit here .They have furniture and decorate the restaurant with Rajsthan culture. Have your food with silent music .Also staff was supportive specially to Gandev waiter.Price is also affordable.,Vishal Kamble
5.0,A delightful experience. Great ambience and food. Ajay was very helpful with the recommendations :),ANUBHAB MANDAL
1.0,This restaurant used to serve food in authentic punjabi taste and we were the regular visitor for the dinner. However few months back they have changed their chef/cooking staff and waiters post which taste has gone pathetic everything gone taste sweet and staffs also not having the food serving skills and used to pressure more to purchase extra item. For some months we thought that could be a short change but food taste worst to every visit due to which we stopped going their. Advice to owner to reassign the cook else you will be in loss,Vishno Lata
5.0,"We visited here for dinner after a hectic day of touring Jaipur. The service is fast. Everything was made with such care that starting from the soup, we just loved it. …",Ali Asgar Adil
3.0,"The location is good, ample parking available.
Food is good. The kitchen is well maintained and super clean.
Try Pudina Chicken and avoid chicken biryani. Worst biryani I've eaten in Jaipur, they are putting tandoori chicken pieces in the biryani and cooking the rice seperately.
Staff needs to be attentive.",Jitesh Shewaramani
1.0,"Fish tikka was the pathetic......at sethi's we expected good quality salt water fish but unfortunately they served low quality local fish and that too at completely waste of money.
It was tasteless and oily.
Overall Worst.......",Ranjna Mathur
1.0,"Poor and Judgmental manager
Judges customer based on their attire.
I was tired after a long travel and wanted to have some food. He didnt allow to enter by giving foolish excuses because I looked tired and was wearing slippers.",ABHISHEK YADAV
5.0,"Best restaurant for non veg just like we tried the chicken tikka , fish tikka, chicken lolipop, butter chicken 🍗, veg kebab, Masala papad, rumali roti ,coke , Taste is also superb, laziz and yummy, my true suggestion to recommended butter chicken, chicken lolipop dry , Afghani chicken",Prem Dan Detha
5.0,"If you are a non vegetarian lover, this place is heaven for you in terms of food and taste. Food menu is very good as they serve chicken, meat and sea food. I'm not sure of coffee availability but soda and water is there. Tawa mutton is a must try.",Manan Gautam
1.0,"I had a truly disappointing experience with the ""Fish Tikka"" I ordered from Zomato. The packaging was of such low quality that the fish was spoiled and inedible. I tried reaching out to the restaurant multiple times to express my concerns, but they completely ignored me and even cut the call.

To make matters worse, when I visited the restaurant for dine in a few days ago, the staff's behavior was appalling. The washroom was filthy to the point where it was unusable. When I raised this issue, the staff responded rudely, dismissing my complaint with a comment about how a little dirt is normal. This was an absolutely horrible experience, and I would strongly advise against visiting this restaurant.",srishti wadhwani
4.0,First time it was good experience… second time it was just opposite…,V
4.0,"Sethi Tikka kabab Curry is a one of the best non veg restaurant near ajmer road, they have good staff behavior. Music can be little low. But it's good. Hygiene is most important fact here. They serve very well. Parking facility is also good here. Little bit ventilation is required here. Nothing is bad for it. Overall is too good. Food was too good. Taste and treat. Keep it up.",Manish Prajapati
5.0,This outlet of Sethi is quite easily noticeable being on Ajmer highway located just before the start of Elevated road. Great ambience and cool decor makes it worth a visit. Food is as usual good and we loved the boneless chicken starters. …,apoorv saxena
5.0,I tried their egg curry and it was very tasty.shall go again to try more items.,puja Ramani
5.0,Sethi's tikka is a destination which will serve you the delicious delicacies..awsm taste and literally you will be in love with this place. I have ordered food on my son's birthday and it was so yummy that everyone was asking about the food .. and now it's our one of  favourite food destination.. you should go for it ...tasty bites..😊 …,Sheetal Sharma
4.0,The place is nice and beautiful. The food was good n the quantity is really good for the price. Ttge staff was good. The service was quick. Its a good place to go if u love chicken n you're hungry. Chicken noodles is delicious.,Charis Divya
1.0,"We expected quality fish in fish tikka but the fish used was local low quality fish...
Very disappointed....",Aditi Mathur
5.0,"Excellent service. Mouth watering food.
One must try peshawari chicken and dhaba chicken and paneer tikka masala.",Sonu Kumar 6376 D-S
5.0,Amazing ambiance. So clean .staff is so friendly. They treat so well.give wet tissue in the end.its value for money.must go place.,Pandia Aashish
1.0,Pathetic service and restaurant. I placed order half an hour before and at lastly i was denied for the order mentioning that the restaurant is closed and the only option is take away. Never seen a restaurant who deny customer at the last moment even after placing order. Dont ever visit this place.,navjyot gill
5.0,"Good Taste of food
Super fast service",Manish Swami
5.0,"One of the best non veg. Restaurant in jaipur.
Peshawari chicken
And try chinese also. Chilly chicken must try
Best chicken restaurant",KALYAN SAHAY BUNKAR
5.0,Best restaurant in Jaipur for non vegetarian lovers food is amazing peshawri chicken is king of menu must visit,Jaisingh Bairwa
4.0,Nice place to eat.  Mild spices in non veg..  everybody can eat.   I recommend place for family get together.,rishi srivastava
3.0,Service time is not good but Food is very tasty especially chicken kabab,Indian_travler_rj
4.0,"Awesome ambience, great food and good staff. Must visit place for nonveg lovers.",mohit bahal
3.0,Good taste. Parking place might be an issue if there is a rush.,Sidharth Pillai
1.0,"FOOD IS GOOD BUT STAFF BEHAVIOUR IS VERY VERY BAD AND  WATCHMAN BEHAVIOUR IS BAD
NON COOPREATIVE RESTURANT BY STAFF BILKUL BI MAT JANA",Karan Assudani
1.0,"Never order Biryani…. Go there and just order tandoori
Except tandoori every item is a waste",Deep Technology
1.0,Horrible experience.. service was bad.. food was too salty.. lassi also v disliked.. no light was there.. terrible..,F Shinu Saju
5.0,"Service is quick , staff behavior is very polite and food is delicious at decent price.",shandilyadeepak
5.0,Classic food for non veg lovers ... Peshawari chicken n chicken tikka masala are must tries,Amish Misra
2.0,We ordered the food snd told them to bring masala papad first as we were hungry. We waited long but masala papad not come .it came after our order and we told them to cansel it.we had ordered malai kofta in the main course but it was sweet and tasteless.we could eat only one chapati although we were hungry.,Nasreen Raouf
4.0,Excellent food with great taste. Nice place for dining out with friends and family.,PREETAM BHAUMIK
5.0,If you are non veg lover then I will recommend this place. price under budget with amazing food.,Sumit Singh
5.0,"Decent food and reasonable prices.
Loved the hospitality",Rajeev Badaya
4.0,"Sethi Kabab Curry Restaurant offers a delightful fusion of Indian and Chinese cuisine, with their kababs being a standout dish. The kababs are flavorful and well-prepared, showcasing the restaurant's expertise in grilling and seasoning. …",tushar navel
3.0,"While the Indian food like tandoori and curries are good, Chinese food was extremely bad. Who puts kaccha paneer in hakka noodles? Chilli chicken was extremely bad. They charged 40 bucks extra for making veg Manchurian into gravy....but the entire dish was worth dumping in dustbin. I fed the chicken fried rice and chicken lollypop to Street dogs. I think since Chinese is not their main menu, they had some helper try their hand at it. They should rather remove Chinese dishes from menu.",Gajendra Yadav
5.0,"Swaad aagya!! Decent quantity, sort of overloaded if you order non veg meals. Tried both veg and non veg meals and had to say it's mouth watering. One of the best gravys I ever had. The service was excellent and staff is humble. Loved the place, do try it.",Tapish Khandelwal
5.0,"Best non veg restaurant in the town. Nice ambience, delicious food, fabulous service.",Kripa shankar Sharma
5.0,I calibrate my birthday party here. .. Such a nice indian cuisine restaurant ..I love it,Dinesh Sarswa
4.0,Excellent preperation. Decent serving amount. Liked Dhaba chicken.,anupam gautam
5.0,"Quality of Non Veg food is excellent. Special mention items are Tandoori Chicken  and Chicken Tikka Masala (Boneless). Service can be slightly slow in the evenings, especially on weekends.",Snow Leopard
1.0,"Very worst food and all services are worst.i have ordered for mutton .stale Food and it was unhealthy. I went there last time.
I urges to owner of this Sethi hotel plz rectify all services and food quality. Because person will come there for best quality not for money waste.",gopal gupta
1.0,"I ordered online through Swiggy, worst food experience ever. Their packing for Chicken Tandori is in a paper/cardboard box with some almunium foil coating inside, WITH SWIGGY n ZAMATO BRANDING. They should rather concentrate on food …",Ravi Rathore
5.0,Being a food lover I loved the dish Pindi chicken tikka- must try dish. Ir was so juicy n fresh full of flavors. Service was given by captain Arun Kumar and chef Chandan made marvellous pending chicken. Services of Sethi restaurant is outstanding.,Dr. Richard Qadir
4.0,The restaurant serves good non-vegetarian dishes and I especially liked the Iqbali chicken. It is a delicious boneless chicken dish in white-gravy. It's not very costly as well.,Prachit Swaroop
3.0,"The food here is good, as expected from a branch of Sethi’s.  But the service is not very good and the atmosphere ain’t clean at all, According to the standards of a restaurant like this, it wasn’t clean at all. The cutlery in which the food was served weren’t clean as well, which made the overall experience very bad",J7.Garage India
4.0,Kebabs are very good... Very tender chickens but biryanis are not worth it... Quantity is also good,Shambo Roychowdhury
1.0,"Very pathetic food quality they are not serving food as per customer request.
Today ordered egg curry in white grvey but as usual come to serve as per their choice.
Request everyone not to go there as the charges are high and quality is worst
As expected the place where care taker himself busy in taking liquor in the black fortuner without caring for the customer demands.
Very pathetic food quality.
Service if only Negi is serving you.",Rahul Bhardwaj
1.0,The food was pathetic in taste. Moreover the instructions given about the food to be served were not followed. The service staff has admitted that it was their fault. Overall it was a very bad experience. I will never recommend anybody to dine in Sethi's.,Rajan Kumar
2.0,Mouse running around the restaurant. Staff tells it comes everyday from neighbourhood,Gaurav Pareek
3.0,"I have ordered chicken tandoori..no doubt the food is tasty and good but the most worst thing I found is old and smelling chutney..and this is not first time. I found it consecutively second time. I think they wrap the chutney in the morning and till the delivery time it becomes waste..
And they deliver even when we open the chutney it gives such a bad smell that it is hard to eat the food as well.",HRITHIK KALRA
4.0,Food is good. We tried four times. Afgaani chicken is best for kids and Peshawari chicken is spicy and tasty. Out of four times only one time the chicken quality wasn't good. Still I will surely recommend this place for the people who prefer non-vegetarian food. Ambience is ok. They don't serve liquor at all. Family place.,Reetika Garg
2.0,"Anyone looking for authentic taste for kebab and tikka and curries, this place not recommended. But this okay cost wise.Butter chicken was too sweet to taste anything else in it, they served it with in 5 min of ordering, Afghan chicken was not cooked properly and there were no flavours. Mitron seekh was less of meat and more of chana dal and red chilli.",vikas singh chandrawat
4.0,Sethi Kebab in Jaipur is a decent place with a variety of good non-vegetarian options. The food is tasty and satisfying. A great spot for those craving flavorful kebabs and delicious meat dishes.,Amit Mathur
5.0,One of the best Non-Vegetarian food in Jaipur city. Wide range of Starters and main course. Ambience is Quite beautiful and classy for family and friends. Higherly recommended.,JITESH HOTLA
5.0,"Value for money! Great food, also good for vegetarians! Clean and hygienic",Kapil khandelwal
5.0,Awesome place with sumptuous food. It has been my favourite place to eat. Not only vegetarian but non- vegetarian is also quite delicious. I have been to this place many times but food is always lip smacking & affordable.,Tara Chatnani
3.0,"Overall this pocket friendly ,best test . services are good .
But kitchen smook ventilation isn't properly .",NAVEEN JANGIR NJ
4.0,It's a good place to order from your car from car parking and get served from waiters waiting for your order good byob. So I ordered afgani chicken and its great. Price of course is on bit expensive side but the options that we see here balances it out.,avkash
5.0,Best for non veg lovers infact there rolls are awesome,arvind malhotra
5.0,"I loved it, although at first 340 for chicken tikka felt a bit expensive if compared to ordering online.. but given the atmosphere, the quantity and the service.. it was all worth...",Akash Vashishtha
5.0,Experience is extremely good. Pradeep is serving food and management.,abhishek chauhan
1.0,"Yesterday on 28 December 2022,We have ordered chicken biryani, it's one  of the worst biryani we ever had.Rice used in biryani are totally meant for animals not for humans.
Chicken curry one of the worse.
Please god sake focus on quality.",virendra maan
3.0,"Food quality is awesome. But is Better person take away the food as air-conditioning of both sitting areas is very bad. They should install more air conditioners in both areas first floor as well basement.
Staff is good, waiters are well trained.",Harsh Rathore
5.0,"I occasionally eat non veg and instead of googling other places and reading their reviews I prefer to order non veg starters and main courses from Sethi tikka kabab curry. Cuisines aren't too spicy or blended they have just the right amount of spices so that you relish the dish. Ambience is good, they keep the restaurant clean and sanitized. Staff is humble.",Bhanu Jallandhra
1.0,"This is worst experience ever and their food is so tasteless that you can’t even eat ,also their staf members Are very manner less, for the worst taste food they take too much charge without even mention is their menu. I never ever suggest anyone to anyone. Kindly go on your own risk.",Himanshu Mehra
5.0,"Good food.
Polite staff and service.
Nice ambiance.",anmol ratan
4.0,Good ambience but food was lil undercooked,sheeraz alam
3.0,"Not upto the mark, service was great but the taste was really weird, biryani rice tasted stale and very different. And their hyped tawa chicken was also just okay. Very different taste from other tawa chickens we have had, the gravy was watery like chicken curry.",Bravo Aakash
1.0,Worst egg curry I've ever eaten,shubham banna
1.0,Food not properly cooked. We had peshawari chicken. No taste. Half cooked.,chitra manro
5.0,"It is a good place to have some delicious nonveg dishes in nirman nagar.. The best part is they serve u in the car itself and the service is also quick..
We had a spicy mutton preparation which was very delicious... You should definitely try once..",apratim chaturvedi
4.0,"This hotel cum restaurant is good if you want stay near by Delhi - Ajmer highway at Jaipur.
It is located near by Churu-Sikar road. The location is good and food is average here. Rooms are also good in size but the shape is not proper. Rooms are avarage. Overall hotel is average.
Service is good and the managers / owners are polite and too good in behaviour.
Atmosphere is not good because it is just beside the highway so there is so noice and dusty soli.",Piyush Sharma
5.0,Very good staf very good owner price is very good tasty food,Ashish Pareek
4.0,It was v good...it's Diamond Special dish was so owsm..i really like it..also employees behavior was v respectful...,Somesh Patle
4.0,"It's not for late night with family due to industrial area  food is average service is good staff conversation way is okay 1st flowr is for  seminar and small party dinning and cake cutting is separate

Overall good for boys party and food is good at reasonable price",Manish Kumawat
5.0,"I just eat an paneer Paratha in just 80rs it's awesome, also served daal makhani salad and aachar.

It's on 200ft bypass nearby rampway .badarana sabji mandi",Dr. Ramjilal Bagda jaipur
1.0,"Very bad experience, owners are very greedy, not Don't reduce even ₹1  food quality average...
But near it an electronic shop located its name I think tanwar electronic  I …",Shikari2 Gaming
5.0,Food quality is delicious😋. Rates are also economical . For take away they give you all required stuffs without asking.,Kiran Kumar Saini
5.0,Nice khan,Bhawani Singh
3.0,It's ok,lokesh sharma
5.0,Awesome 👍 …,Mohsin Pira
5.0,Very good,Shankarchala Shankarchala
4.0,Food here is very tasty fresh and pocket friendly.,Divyanshu Sharma
5.0,Good service and healthy food at a low price,RUNNING lover 2022
2.0,"They will give you maida roti not aata roti.
Masala are not well fried",Raj Kamal Sharma
4.0,"1.Good service.
2.Delicious food.
3.Appropriate cost. …",vivek jaiswal
5.0,Very good sarvice nd good good and rate is very low good hotel,Vikas Gupta
1.0,Realy very bad experience . Not good for health food. Non higene food,Raj Choudhary
5.0,"Taste best.
Neat & clean place.
Delivery staff services poor",pradeep munjal
4.0,Budget friendly restaurant...You can manage to eat 2 people meal in 180,Ramanand Sagar
3.0,"Best for only Drivers like Truck,bus, auto rekha and Singal single person boys...",Naveen Soni
5.0,Decent price good food quality good for family as well as traveller.,Ronak Vijay
5.0,Service not batter your service man not give proper service and not treat to customer well,sandeep kumar
5.0,Nice,mrbk 01
5.0,Every thing is good 👍😊 …,Jitu Kushwah
5.0,Best service in jaipur at reasonable price Thankyou Diamond Restaurant,VIKRAM YADAV
5.0,Best food at 60 Rs only wow.. loved the sev tamatar,Vishvjeet Singh Shekhawat
5.0,Good,Mahesh Garhwal
5.0,DIAMOND HOTEL IS A BEST AND GOOD SERVICE KISHAN G AND SUNIL G AND OTHER STAFF IS VERY GOOD STAFF,GULZAR ALI
4.0,Nice hotel. Good food and service,Arun Kumar Sharma
5.0,Nice food variety well talented staff,Gurmesh Bishnoi
3.0,Good food,manjeet Singh
3.0,Nearby th Ajmer - Delhi bypass suitable for truck drivers and for cheap rants n rooms,Uttam Meena
5.0,"Nice food

Good parking",SUNIL LIVE ADVENTURE
4.0,Special thali was awesome and tables are sticky,Jayant Dadhich
5.0,Very good service and staff  behaviour is good 👌👌👌🤟 …,Manish yadav
4.0,It was near my exam centre dolphin kids academy and i ate my lunch here,Avnish Choudhary
2.0,"Cleanness was not good, no tissue paper on table, otherwise food was not bad.",balaji machenical
5.0,Nice,Laxman Singh Banna
5.0,Good,Rinku Singh
5.0,Super hotal restaurant nice 👍,Shakti singh kaviya
5.0,"Lovely facelifts
Best dinner, lunch
Nice...................",Dilip Meena
5.0,Very nice food and service,Amit Siddhu
5.0,Very delicious food and good service,Yogesh Singhal
5.0,Awesome restro with friends and family...,aadil ansar ajmeri
1.0,Not good water not saplay for rum,ashish ranjan singh
5.0,Good food and good services.....,Jatinder kumar Kumar
5.0,"Loved the place very neat and clean ,amazing ambience , staff is also good specially mukesh who helped us in ordering food and also good and polite behaviour . Very nice photo taking place in cafe . Highly recommend for date ❤️ .",Shubham Jeph
5.0,Amazing experience in short my family and friends loved it . Thank you for the wonderful service 😀,Neha Sharma
4.0,"All good. One can be here once, who needs peace, taste and atmosphere 😊
Service is good, and staff is well behaved & Supportive.
Neat & cleanliness is good to see everywhere. Hygienic food and materials in the kitchen.
Overall good for peaceful place lovers.",Manish Arvind
5.0,"Great food, a lovely ambience, and outstanding service by Mr. Pushpendra made our dining experience exceptional. Highly recommended!",Saurabh Pandey
5.0,Wow...I loved that place so much ..I will celebrate my second son birthday in this place....no words to describe...,Poonam Goyal
5.0,Amazing place.😍 A kinda place where you can visit again and again because it has everything from Amazing Vibes to tasty and delicious food to Beautiful Ambience and spacious sitting arrangement both indoor and outdoor. Abslotuely love this …,Aditya Sharma
5.0,"Very nice ambience and amazing hospitality, we have booked this place for a anniversary function.
The ambience is very nice, multiple options of food to choose from, the taste …",Aniruddh yadav
5.0,"House of Tandoor (HOT) is located at Patel Marg,  Mansarovar, Jaipur. The ambience is awesome and food is delicious too. Good place to dine in with family and friends. We ordered both vegetarian and non-vegetarian cuisines with variety of tandoori breads. We faced little issues related to service. As per occupancy the serving staff was not adequate. The dish we ordered as starters was served with the main course, that really spoiled the mood. Everything thing is good but service needs improvement as compared to the food quality and price chart of the menu items.",Ashwini Bagga
5.0,"Excellent food experience and service, loved the ambience, thanks to team HOT",Santosh Sharma
1.0,"Unhygienic, overpriced, worst service. Manager and the staff were not proactively responding. Staff seemed to be too busy in phone. We told them that the place is not clean and there are flies on the table - they didn’t do anything, not even a single response. Food was undercooked.",Priyanka S.
5.0,"After all these years and reviewing numerous restaurants in different countries, I am thrilled to write a review about the restaurant that my family owns (full disclosure).

It was an absolute delight to visit, dine in and soak in the experience HOT has to offer. The food (the best part), ambiance, the interior and exterior, the vibes, the options and everything else was outstanding.

Although on some days I found, the service to be slow as they were short staffed, but the food compensated for it. I loved Junglee maas, pastas, dahi k sholey, biryani, hara bhara kabab, cheesy chooza, shakes and coffees.

They also cater to special requests of Soup, khichdi, bland food for seniors and offer special pizza, pasta or french fries, shakes for kids.

The restaurant has an indoor and outdoor dining, cafe, banquet hall.  They sometimes host live music in the restaurant, more details of which can be accessed at IG-
h.o.t_houseoftandoor
It's a kids friendly restaurant so no one ever objects the kids from playing outdoors, around the fountain, jumping on the couches or tables. However, they do not offer a high chair for babies.

The restaurant also offer take out and food delivery options.  everytime my delivery from HOT arrived, it was packed with utmost care, ensuring that the food/ curry doesn't spill.

The restaurant has free parking spaces, clean washrooms, wheelchair accessibility (I even took my baby in stroller).

All in all, a pleasant experience for myself, my extended family, my little baby.",Vandana Lalwani
5.0,"This place is so nice
Food was so amazing and delicious
There presentation was really good …",Rupali Rawat
5.0,"So I recently visited this place with my friends.This place is so pretty,totally in love with this place. They've got many seating options.was quite impressed with their food and service...andin food i tried starters , drinks , main course and desert . Everything was superb👌 . Honestly saying this is must try place❤️🥰 …",Kriti Singh
5.0,I really like the vibe of the place very cosy and warm. Talking about food it was very delicious and presentation was up to the mark. The place has both outdoor and indoor sitting.i really loved the blue lagoon and Tandoori paneer platter.I recommend this place to all my friends.,Sangita Sarswat
1.0,"I never thought it was because of their poor food quality. But when my father and mother faced the same problem after having their sweet. I felt something is off. And when I checked their google reviews there are hundreds of customers complaining about their bad service, unhygienic food. All 3 of us had a bad stomach infection and my mother had to undergo medication for 2 days because of this food poisoning. Worse worse experience. . . .",
4.0,Fast food Indian medium or so-called street-food. Sweeties are good too.,
4.0,"Kanha is popular for good quality and delicious food. Service is good. North Indian, South Indian food, Fast food items, Indian Sweets and Bakery & Confectionery items are available. On the ground floor sweets and bakery items are sold and short food is on the first floor, the second floor have Tan sukh Banquet Hall. WHEELCHAIR parking is there. Food is reasonable. The staff is polite.",
1.0,"Your service is not good. Yesterday I ordered the kachori onion Amritsari kulcha from you, the kachori onion was oily and there was no chutney, you gave me tamato ketchup, the kachori was cold. Amartsri Kulcha was not fresh. There was a bad smell coming from him, it seemed that things inside had gone wrong.Do you want to ruin someone's health by giving him such food? If someone is spoiled by eating such food then who will be responsible for him? I also sent a mail about it but there is no answer I lost all my money.",
3.0,"A decent place to eat. The menu offers a good variety of dishes, especially sweets and snacks, which are their specialty. The quality of the food is satisfactory, although some dishes could use a little more flavor.",
3.0,"It is a kind of food field, where you will not get a service on the table, it is a self-service restaurant. Family restaurant, it was quite packed on Friday night. Food was okay, we ordered the following items: 1. Paneer tikka 4/5 2. Idli sambar 3/5 3. Jalebi 5/5 4. Burger 4/5 5. Fried momos 1/5 (fromage was very dry, this dish was the main spoiler) 6. arbaritta pasta 2.5/5 (medium, not creamy) 8. Cofee hot 3/5 9. Pav bhaji 4/5 10. Pizza dosa 4/5",
3.0,"I have dinner in 3-4 times in this restaurant. But my problems are Cashier never asked or keep the queue to take orders, even people should learn the basic ways.",
4.0,"The two times we visited Kanha, we had a nice experience. We tried steam momos, cold coffee with ice cream (perfect), rainbow pastries (good and sweet), chocolate bhature, Chinese plateau, mysore masala dosa, Moroccan cheese bread (it tastes like any other pizza with the same sauce, cheese and garnishes. Nothing new about it), thick chocolate tremble (did not have foam, and taste a bit bitter), lachcha rabri. 1. steam momos - well filled and stuffed was ok. The outside cover was well cooked and not so thick. 2. Chocolate bhature (2) - Bhature were fluffy and quite large. Chocolat were not so tasty however. 3. China flat - included chowmein, fried rice, pane doe manchurian, manchurian. All were good and enough Chinese food go for that.",
3.0,Mithai rates are very reasonable and varieties are very good Atmosphere is pleasant,
3.0,"The food was good, we ordered special Tansukh Sizzler and pink sauce pasta with Kaala Khatta moktail and Chacha. But I like the taste of its output Malviya Nagar plus, pink sauce pasta over there was amazing, but here it wasn't so good. Overall it's a nice place for family dinner.",
3.0,"The famous Mithai shop in Jaipur and also has a food field and a restaurant on its first floor. The sweets are good. The food at the food court is very medium, I tried a lot of dishes here and I always want to tell them to improve the taste and quality of the food. Kyuki yes ek achi jagah hai jaha sab kuch available hai aur is place ka naam bhi hai to khaana bhaisaab best karo!",
4.0,"There are two sitting areas, the ground floor is mainly for fast / sweet bites and the 1st floor is good restaurant. The food on the ground floor is good type, did not like much, also it is very good. Restaurant is good, little peace there and the food is also good.",
1.0,I order finger chips. The qty finger chips you can count 12pcs. The price are very high. And qty food is like 2-3 spoon. I went to manager and asked him what it is .. he didn't tell me that he can't do.,
1.0,"I ordered Dahipuri, they delivered it without puri. Just the dahi and other chutney and didn't even get the call when I went to complain.",
2.0,The food could have been better. Dosa was a little good but cold but the hakka noodles were worse. And served after more than half an hour. Please improve,
1.0,"The staff is very uncooperative, they are not even afraid of negative criticism. They were like doing everything you want to do, but we are not interested in entertaining your problem. Being the manager of Tan Suks Mr. Vimal Jain has no responsibility for their clients. Deeply dissatisfied!!!",
3.0,The food was good. But the service was not so good at all. I got kachoris that were not hot and the food is not delivered in time too. And it ruined the overall experience.,
2.0,"The cleaning staff told me not to order dosa again and order something else they don't listen to. This means that it happens occasionally and the management staff don't listen to it, so the guys b attention. So I noticed the employees wearing shower caps but it's not enough about the hair growth in their hands. The chefs in Kanha seem to be maharaj type guys and not professional employees so hygiene seems to be a problem for me. Especially compared to the rates that is comparable to a good restaurant. U the guys will still make money but at the price of sorry hygiene not acceptable!!",
4.0,"The quality and variety of the dishes served here is incredible. Among other dishes that we tried Chola bhatura and that is the taste was by far the best I ever had (believing so). Apart from that, we had paneer dosa, pao bhaaji, lasi and fries. My notes: Food: 4/5 Service: 4/5 Taste: 3.5/5 Atmosphere: 3.5/5 Price: 4/5 (not expensive but not too expensive too)",
4.0,"In the overall right place to have breakfast at dinner, strong haste taking the time to prepare your order. The food is also good in taste.",
4.0,The food was good but they made us wait 45 minutes from 12:50 to 13:30 for the special thali were I expected to break up with butter and nan. Nah anyway was there but the paneer was muter paneer that wasn't so good. In fact my son was only interested in breaking it up with masala butter and he wasn't there in the special thali.,
4.0,We tried different articles here and everything was delicious. This place is on our list every time. The staff seems unimpolite however.,
4.0,"A wide range of fast food options were available, ranging from kachori pyaaz and lassi to bhature chole and bhaji pav and southern Indian options. Raj Kachori and Lassi were really good. It is a place of self-service and can become very crowded. That's why getting a table can become difficult at some times.",
4.0,"After a hike to the Smriti Van, we had our breakfast here on the way home. The food is authentic and delicious taste. Sambhar tasted very similar to what we get in the south and Dosa was very good. Khandvi and jalebi were excellent too.",
4.0,The food is really good. Sizzler and 5-star main dish. Their mictails are also nice. Cinderella is a must try. Paneer Lahore for spicy lover and breader lababdar impressive taste. Their tandoori rotis you can tear with only 2 super soft and tasty fingers. Words are less to describe the quality of the food. Best place for family gatherings. They also have banquets.,
2.0,"Kanha's name is enough to stop the car at the exit, the food is amazing and shows why people trust the store. The service is the one concerned who needs to be monitored on high level, really disappointed when a cashier while I wanted to order, do not sit down first and expect what I expect without meeting with me and then I ask for the little attention, I got a wonderful comment ""Dikh nhi rha kam kr rha hu"". The anger I swallowed is all because I was with my family and do not want to create a scene.",
4.0,"Kanha - A place of pure veg . A popular name in the city, they are a chain of pure vegetarian sweets shops, which also offer a variety of dishes from North India, South India, and Chinese cuisines. Also a bakery, they remain a favorite of the house among many families for lunch/dining casuals as well as for its delicious sweet preparations.",
4.0,"One of the best vegetarian places in Vaishali Nagar, JAIPUR. When I am in Jaipur, I prefer to have at least one meal in Kanha. Great food at reasonable prices....!!! Best place for family dinner outs.The quality of food is superb. Hygeinically, it is safe to eat here. Raj Kachori is my favorite dish, test of Raj Kachori ... ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",
1.0,"Very expensive dinner, and on the ground floor, the place is very crowded, and the staff are not in favour of the required order",
4.0,It is a good veg restaurant with two sections one AC 1st floor and non-AC ground floor. Good taste veg food,
3.0,"This place is good if you go in the afternoon for lunch. In the evening it is very crowded just like the street food stands. Believe me, you will be irritated by standing in the queue by buying coupons, then still standing in the queue and waiting for your food to be prepared and served during the evening hours. The quality of the food is good for some items while the average for other items. So, overall, you will not find to have to dine in a happy and peaceful way if you visit there that the service is too slow compared to the crowd present there. Well, don't blame Kanha's team as they all do their work.",
4.0,"Nice one - trillionkg takes time several times as I have observed, although the space of large size unique in the budget with hygiene",
4.0,"It's really good dinner in the restaurant, you can get any type of food here and it's a self-help compartment that emphasizes the cleaning area too.",
4.0,"Hundreds of times. Online food delivery takes a little longer than expected. If you think you will visit the place personally during this pandemic, they will take your temperature and ask for your name and contact number. So, keep the customer file. But after entering the restaurant you are on your own.",
4.0,"Good place for vegetable lovers, you get Jaini food here, they have all the varieties, specialized in desserts. From South Indian to Rajasthani to Punjabi, they serve all kinds of varieties. And they have children's menus with things like pizzas, pasta, burgers and pastries.",
4.0,The taste of fast food is great. The price are good. Good preparation and nice presentation.,
4.0,"The food was delicious, had a wonderful time there, although the place is almost full most of the time with a waiting period. It is a go to the place for me and it is not so expensive compared to the facilities and services they provide.",
4.0,"Located in the Vaishali Nagar area of Jaipur, Kanha offers South Indian and North Indian dishes as well as sweets. The restaurant has a large parking space and works on a self-service basis. First, we have to collect the bill and then give it to one of the counters to get our food. They have separate counters for South Indian, North Indian and Chinese dishes. We tried their executive thali, fried rice, masala dosa and also bought various sweets to take away. They were all delicious. I especially liked their kachori dried fruits. Overall, I enjoyed the dining experience in Kanha and recommended it as a pleasant place to go with friends, family or partner.",
4.0,"It is one of the best restaurants in the branches in the important areas of Jaipur. The choice of menu and delivery is extremely good. The staff shouting after preparing the dishes must be avoided, the installed token system is hardly used for silent delivery. Can be improved.",
1.0,"On January 29, 2022. I ordered chowmin at the restaurant kanha. Chowmin was horrible. It seems like Maggi. They sent me Maggi instead of chowmin. They do not know the difference between chowmin and Maggi and charge very expensive. I will accept it as a Maggi and can give 3 or 4 stars but it was also horrible in taste. It was tasteless and they did not add spices too. Color was yellow. This chowmin has yellow color after manufacture. Please do not order from this restaurant you can dine in so that you can also see what they are doing in front of you.",
